animal_number,animal_tag_id,animal_life_no,lactation_days,report_date,day_production,rumination_minutes,intake_total,rest_feed,failures,milkings,fat_protein_ratio,scc_indication,refusals,day_production_dev,source_file
135,3086678,DD1547,455,2026-04-12,0,455,,,0,0,,,3,0,Voice Agent Report Historical 4.12.11.csv
136,3087368,US DD1819,236,2026-04-12,56.2,629,14.18,0.21,0,3,1.31,,4,-6.17,Voice Agent Report Historical 4.12.11.csv
137,3087194,US DD1652,15,2026-04-12,48.9,458,13.12,2.04,0,2,0.96,,0,2.43,Voice Agent Report Historical 4.12.11.csv
138,3086806,US DD1697,580,2026-04-12,32.8,480,11.85,0.13,0,3,1.32,,5,-3.53,Voice Agent Report Historical 4.12.11.csv
139,3087241,DD1445,245,2026-04-12,50.7,564,15.66,0.14,0,3,1.07,,0,-8.38,Voice Agent Report Historical 4.12.11.csv
140,3352078,DD1525,258,2026-04-12,49.8,432,13.12,0.16,0,3,1.37,,12,-3.09,Voice Agent Report Historical 4.12.11.csv
142,3086184,DD1376,538,2026-04-12,,529,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
143,3183515,DD1467,241,2026-04-12,79.8,491,15.89,0.32,0,4,1.51,,4,-5.07,Voice Agent Report Historical 4.12.11.csv
144,3087427,US DD1755,17,2026-04-12,51.6,441,11.99,0.34,0,4,0.94,,16,-0.22,Voice Agent Report Historical 4.12.11.csv
145,3086699,US DD1758,19,2026-04-12,48.3,497,13.54,0.2,0,4,0.92,,7,0.44,Voice Agent Report Historical 4.12.11.csv
146,3087034,US DD1761,17,2026-04-12,49.8,535,13.12,0.81,0,2,1.04,,0,-0.88,Voice Agent Report Historical 4.12.11.csv
147,3086154,US DD1604,618,2026-04-12,32.4,543,10.48,0.26,0,2,1.13,,0,-4.19,Voice Agent Report Historical 4.12.11.csv
148,3087735,DD1535,285,2026-04-12,65,476,16.07,0.24,0,4,1.28,,9,-3.75,Voice Agent Report Historical 4.12.11.csv
149,3087997,DD1416,332,2026-04-12,52.9,498,10.93,0.18,0,2,1.37,,2,-7.05,Voice Agent Report Historical 4.12.11.csv
151,3086706,DD1489,,2026-04-12,,410,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
152,3353711,DD1484,90,2026-04-12,84,533,16.86,0.27,0,3,1.54,,0,-13.67,Voice Agent Report Historical 4.12.11.csv
155,3086104,DD1551,295,2026-04-12,46.1,502,14.04,0.18,0,3,1.21,,10,-5.07,Voice Agent Report Historical 4.12.11.csv
156,3085889,US DD1607,239,2026-04-12,70.1,532,14.82,0.2,0,3,1.28,,7,-8.82,Voice Agent Report Historical 4.12.11.csv
158,3087680,DD1528,274,2026-04-12,55.3,581,12.91,0.21,0,3,1.23,,6,-6.83,Voice Agent Report Historical 4.12.11.csv
159,3087807,DD1548,298,2026-04-12,70.8,507,16.93,0.27,0,4,1.43,,2,-6.83,Voice Agent Report Historical 4.12.11.csv
162,5926949,DD1482,210,2026-04-12,65.9,500,15.3,0.37,1,3,1.25,,3,-5.29,Voice Agent Report Historical 4.12.11.csv
163,3352744,US DD1751,30,2026-04-12,61.5,449,15.24,0.36,0,5,0.9,,37,-3.09,Voice Agent Report Historical 4.12.11.csv
164,3542845,US DD1769,11,2026-04-12,102.1,382,18.1,0.33,0,4,1.44,,1,11.24,Voice Agent Report Historical 4.12.11.csv
165,5925519,US DD1563,290,2026-04-12,54,647,13.33,0.15,0,3,1.29,,1,0.88,Voice Agent Report Historical 4.12.11.csv
166,5927463,DD1171,472,2026-04-12,,432,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
168,3183540,US DD1568,259,2026-04-12,78,606,16.37,0.3,0,4,1.13,,5,-6.83,Voice Agent Report Historical 4.12.11.csv
172,3351267,DD1505,248,2026-04-12,47.2,475,17,0.17,0,3,1.31,,1,-9.26,Voice Agent Report Historical 4.12.11.csv
173,3542711,DD1321,27,2026-04-12,92.4,663,17.86,0.4,0,4,1.23,,0,2.87,Voice Agent Report Historical 4.12.11.csv
182,6634654,DD1342,225,2026-04-12,79.4,640,16.9,0.25,0,4,1.33,,10,-2.87,Voice Agent Report Historical 4.12.11.csv
183,3087417,DD1513,272,2026-04-12,71.6,474,12.35,0.26,0,3,1.38,,5,-9.04,Voice Agent Report Historical 4.12.11.csv
184,3183423,US DD1747,19,2026-04-12,18.5,407,9.81,0.16,1,2,0.96,,2,-5.07,Voice Agent Report Historical 4.12.11.csv
185,3087303,US DD1586,244,2026-04-12,52.2,547,9.17,0.12,1,1,1.15,,2,-4.85,Voice Agent Report Historical 4.12.11.csv
186,3087125,US DD1564,252,2026-04-12,70.1,620,14.96,0.24,0,4,1.37,,3,-4.41,Voice Agent Report Historical 4.12.11.csv
188,6632868,US DD1683,524,2026-04-12,,337,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
190,3353629,US DD1432,209,2026-04-12,59.3,564,14.76,0.24,0,3,1.52,,0,-1.76,Voice Agent Report Historical 4.12.11.csv
191,3183576,US DD1578,34,2026-04-12,43.7,455,12.5,2.64,0,2,1.12,,0,4.85,Voice Agent Report Historical 4.12.11.csv
192,3543451,US DD1686,245,2026-04-12,42.5,463,16.43,0.28,0,4,1.52,,7,-5.95,Voice Agent Report Historical 4.12.11.csv
193,6635122,US DD1687,241,2026-04-12,65.7,496,15.65,0.22,0,4,1.59,,13,-5.51,Voice Agent Report Historical 4.12.11.csv
199,6633146,DD1470,209,2026-04-12,93.5,525,18.99,0.28,0,4,1.19,,2,-8.82,Voice Agent Report Historical 4.12.11.csv
202,3087167,DD1480,106,2026-04-12,68.6,465,11.61,3.11,0,2,1.28,,3,-11.68,Voice Agent Report Historical 4.12.11.csv
203,5926241,US DD1671,93,2026-04-12,89.3,580,13.4,11.92,0,2,1.03,,0,-24.91,Voice Agent Report Historical 4.12.11.csv
204,5925507,US DD1634,13,2026-04-12,65.3,516,11.36,0.17,0,3,0.97,,0,7.72,Voice Agent Report Historical 4.12.11.csv
205,5925505,DD1413,261,2026-04-12,44.3,528,14.81,0.2,0,3,1.47,,6,-7.05,Voice Agent Report Historical 4.12.11.csv
206,3543433,DD1530,261,2026-04-12,48.9,530,10.65,0.14,0,2,1.49,,0,-2.65,Voice Agent Report Historical 4.12.11.csv
207,3086128,DD1543,264,2026-04-12,54.9,612,11.15,0.11,0,2,1.21,,1,-11.02,Voice Agent Report Historical 4.12.11.csv
208,6633192,US DD1689,131,2026-04-12,86,521,19.05,0.37,0,5,1.14,,4,-10.8,Voice Agent Report Historical 4.12.11.csv
210,6632735,US DD1691,405,2026-04-12,59.7,533,13.93,0.27,0,3,1.38,,9,-8.16,Voice Agent Report Historical 4.12.11.csv
211,6641911,DD1440,348,2026-04-12,69.2,553,18.48,2.38,0,3,1.41,,1,-15.65,Voice Agent Report Historical 4.12.11.csv
212,6635120,US DD1693,343,2026-04-12,,479,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
213,6635043,DD1507,270,2026-04-12,64.6,571,14.18,0.23,0,3,1.35,,4,-3.75,Voice Agent Report Historical 4.12.11.csv
214,6635135,DD1511,302,2026-04-12,58.2,582,14.04,0.19,0,3,1.37,,14,-6.17,Voice Agent Report Historical 4.12.11.csv
215,6641856,US 1788,32,2026-04-12,75.4,493,16.01,0.33,0,5,0.97,,4,-1.76,Voice Agent Report Historical 4.12.11.csv
216,6634679,US DD1642,233,2026-04-12,73,574,14.11,0.22,0,3,1.22,,0,-0.44,Voice Agent Report Historical 4.12.11.csv
217,6634709,US DD1706,51,2026-04-12,95.5,577,19.94,0.39,0,4,1.24,,0,-18.52,Voice Agent Report Historical 4.12.11.csv
218,6632897,US DD1712,85,2026-04-12,81.6,269,20.42,0.42,0,4,1.19,,1,-5.95,Voice Agent Report Historical 4.12.11.csv
220,6633304,DD1506,422,2026-04-12,,352,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
221,6635124,US DD1836,211,2026-04-12,78.3,531,13.33,3.5,0,2,1.43,,0,-7.94,Voice Agent Report Historical 4.12.11.csv
222,6632589,DD1455,240,2026-04-12,75,514,17.5,0.29,0,3,1.52,,0,-8.38,Voice Agent Report Historical 4.12.11.csv
223,6632661,US DD1714,325,2026-04-12,49.4,452,14.52,0.19,0,3,1.38,,0,-0.44,Voice Agent Report Historical 4.12.11.csv
224,6642406,US DD1716,21,2026-04-12,72.1,624,14.64,0.21,0,3,1.01,,4,-2.2,Voice Agent Report Historical 4.12.11.csv
226,6634736,US DD1739,316,2026-04-12,28.9,445,8.18,0.1,0,2,1.5,,7,-7.28,Voice Agent Report Historical 4.12.11.csv
227,6632644,US DD1723,386,2026-04-12,77.4,534,15.18,0.2,0,3,1.31,,0,-9.48,Voice Agent Report Historical 4.12.11.csv
231,6635053,US DD1834,221,2026-04-12,22.5,464,8.15,1.27,0,2,1.17,,0,0.88,Voice Agent Report Historical 4.12.11.csv
232,6632637,US DD1792,161,2026-04-12,82.9,561,13.33,0.24,0,2,1.45,,0,-14.55,Voice Agent Report Historical 4.12.11.csv
233,6634664,US DD1793,328,2026-04-12,60.8,495,20.11,0.26,0,4,1.5,,1,-3.31,Voice Agent Report Historical 4.12.11.csv
234,6635136,DD1496,201,2026-04-12,82.2,562,16.19,0.23,0,4,1.21,,0,-2.43,Voice Agent Report Historical 4.12.11.csv
235,6633202,US DD1795,207,2026-04-12,88.4,626,14.46,0.28,0,4,1.23,,1,-12.35,Voice Agent Report Historical 4.12.11.csv
236,6632625,US DD1722,30,2026-04-12,61.1,514,15.17,0.22,0,3,1.06,,0,-0.22,Voice Agent Report Historical 4.12.11.csv
237,6635029,US DD1797,387,2026-04-12,,481,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
238,6634733,US DD1798,217,2026-04-12,62.4,441,17.32,0.47,0,4,1.29,,5,-6.39,Voice Agent Report Historical 4.12.11.csv
239,6641905,US DD1799,54,2026-04-12,114,595,23.87,0.58,0,5,1.14,,6,-13.45,Voice Agent Report Historical 4.12.11.csv
240,6633288,US DD1800,359,2026-04-12,24,499,10.16,0.11,0,3,1.43,,2,0.66,Voice Agent Report Historical 4.12.11.csv
241,6634711,US DD1801,400,2026-04-12,40.6,550,10.79,0.13,0,2,1.59,,0,-4.41,Voice Agent Report Historical 4.12.11.csv
243,6633246,US DD1803,118,2026-04-12,81.3,454,11.37,0.74,0,2,1.21,,0,-16.98,Voice Agent Report Historical 4.12.11.csv
244,6632803,US DD1810,229,2026-04-12,71.2,552,15,0.19,0,3,1.28,,1,-0.44,Voice Agent Report Historical 4.12.11.csv
245,6634963,US DD1811,176,2026-04-12,0,529,,,0,0,,,2,0,Voice Agent Report Historical 4.12.11.csv
246,3086605,DD1411,452,2026-04-12,,459,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
247,6641939,US DD1649,19,2026-04-12,65.5,492,14.89,0.28,0,4,1.13,,13,2.2,Voice Agent Report Historical 4.12.11.csv
248,6635044,US DD1816,332,2026-04-12,72.1,533,18.57,0.25,0,4,1.23,,3,-3.09,Voice Agent Report Historical 4.12.11.csv
250,6635110,DD1500,249,2026-04-12,45.9,590,11.08,1.23,0,2,1.41,,1,-6.17,Voice Agent Report Historical 4.12.11.csv
252,6641942,US DD1617,18,2026-04-12,68.1,439,14.89,0.28,0,4,1.09,,0,-0.22,Voice Agent Report Historical 4.12.11.csv
253,6634702,US DD1821,471,2026-04-12,49.2,434,12.63,0.16,0,3,1.31,,17,-4.41,Voice Agent Report Historical 4.12.11.csv
255,6635055,US DD1603,144,2026-04-12,56,551,11.64,0.19,0,2,1.27,,0,-10.36,Voice Agent Report Historical 4.12.11.csv
256,6634673,US DD1824,186,2026-04-12,97.2,614,18.33,0.36,0,4,1.4,,0,-4.41,Voice Agent Report Historical 4.12.11.csv
257,6634640,US DD1648,4,2026-04-12,20.1,389,6.07,1.41,1,1,1.06,,0,-0.88,Voice Agent Report Historical 4.12.11.csv
258,6641953,US DD1826,362,2026-04-12,,452,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
260,6634655,US DD1828,192,2026-04-12,60.2,593,10,0.14,0,2,1.29,,1,4.19,Voice Agent Report Historical 4.12.11.csv
261,6634657,US DD1829,141,2026-04-12,93.3,617,21.13,0.43,0,5,1.13,,1,-9.04,Voice Agent Report Historical 4.12.11.csv
262,6634652,DD1537,290,2026-04-12,52,405,16.3,0.28,0,3,1.37,,1,-3.09,Voice Agent Report Historical 4.12.11.csv
263,6634659,US DD1573,156,2026-04-12,33.5,488,9.59,0.09,0,2,1.27,,0,-2.43,Voice Agent Report Historical 4.12.11.csv
264,6633230,US DD1560,278,2026-04-12,44.5,568,11.29,0.12,0,2,1.39,,0,-4.41,Voice Agent Report Historical 4.12.11.csv
265,6641319,US DD1650,19,2026-04-12,69.4,474,12.91,0.28,0,4,1.05,,20,0.88,Voice Agent Report Historical 4.12.11.csv
266,6640786,US 1738,27,2026-04-12,57.3,531,14.89,0.26,0,3,1.07,,1,-1.1,Voice Agent Report Historical 4.12.11.csv
268,6641401,DD1446,303,2026-04-12,66.6,484,13.87,0.29,0,4,1.15,,13,-11.68,Voice Agent Report Historical 4.12.11.csv
269,6642024,DD1463,5,2026-04-12,41.7,84,6.79,0.29,0,2,1.34,,1,-3.31,Voice Agent Report Historical 4.12.11.csv
270,6642008,US DD1871,153,2026-04-12,91.3,506,18.45,0.36,0,3,1.28,,3,-13.01,Voice Agent Report Historical 4.12.11.csv
271,6642304,DD1441,162,2026-04-12,54,522,13.33,2.41,0,2,1.35,,0,-13.01,Voice Agent Report Historical 4.12.11.csv
345,3184368,US DD1572,19,2026-04-12,61.3,482,13.97,0.33,6,1,1.22,,3,17.86,Voice Agent Report Historical 4.12.11.csv
346,3183472,US DD1625,22,2026-04-12,56.7,631,14.6,0.23,1,2,1.08,,2,5.95,Voice Agent Report Historical 4.12.11.csv
568,3184472,US DD1699,61,2026-04-12,77.8,568,16.96,0.35,0,4,1.21,,16,-8.16,Voice Agent Report Historical 4.12.11.csv
746,3351299,US DD1674,21,2026-04-12,73,587,14.18,0.27,0,4,1.15,,0,2.2,Voice Agent Report Historical 4.12.11.csv
787,3184144,US DD1846,231,2026-04-12,34.8,500,9.59,0.11,0,2,1.62,,3,-1.54,Voice Agent Report Historical 4.12.11.csv
803,5927959,DD1524,261,2026-04-12,50.5,573,10.79,2.64,0,2,1.19,,0,-5.95,Voice Agent Report Historical 4.12.11.csv
804,3087379,US DD1393,414,2026-04-12,35.5,444,11.19,0.15,0,3,1.16,,20,-0.44,Voice Agent Report Historical 4.12.11.csv
808,3087269,DD1521,241,2026-04-12,57.1,567,14.53,0.19,0,3,1.36,,1,-6.39,Voice Agent Report Historical 4.12.11.csv
1063,,DD1444,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1081,,DD1459,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1108,,DD1485,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1141,,DD1512,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1157,,DD1529,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1162,,DD1533,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1169,,DD1539,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1174,,DD1544,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1183,,DD1553,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1184,,US DD1554,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1200,,US DD1569,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1201,,US DD1570,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1207,,US DD1576,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1213,,US DD1582,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1219,,US DD1589,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1220,,US DD1590,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1222,,US DD1600,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1223,,US DD1601,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1226,,US DD1605,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1230,,US DD1614,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1234,,US DD1619,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1236,,US DD1621,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1237,,US DD1622,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1238,,US DD1623,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1242,,US DD1630,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1243,,US DD1629,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1245,,US DD1633,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1247,,US DD1635,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1248,,US DD1636,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1249,,US DD1637,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1250,,US DD1638,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1251,,US DD1639,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1253,,US DD1641,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1256,,US DD1647,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1261,,US DD1653,13,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1264,,US DD1656,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1266,,US DD1672,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1268,,US DD1676,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1269,,US DD1677,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1270,,US DD1679,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1271,,US DD1680,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1272,,US 1703,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1274,,US DD1705,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1276,,US DD1708,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1277,,US DD1715,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1278,,US DD1719,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1279,,US DD1720,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1280,,US DD1721,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1283,,US DD1726,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1284,,US DD1731,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1286,,US 1734,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1287,,US DD1736,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1288,,US DD1737,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1290,,US DD1740,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1291,,US 1741,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1292,,US DD1743,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1294,,US 1745,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1299,,US DD1756,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1301,,US DD1760,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1304,,US DD1773,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1305,,US DD1774,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1307,,US DD1776,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1308,,US DD1777,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1309,,US DD1778,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1310,,US DD1780,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1311,,US DD1781,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1312,,US DD1785,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1313,,US DD1786,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1314,,US DD1787,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1316,,US DD1789,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1317,,US 1789,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1318,,US 1790,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1319,,US DD1791,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1320,,US DD1804,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1321,,US DD1805,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1322,,US DD1806,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1323,3543443,US DD1812,,2026-04-12,,489,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1324,,US DD1813,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1325,,US 1815,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1326,,US DD1326,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1327,,US DD1832,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1328,,US DD1833,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1329,,US DD1835,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1330,,US DD1840,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1331,,US DD1841,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1332,,US DD1842,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1335,,US DD1848,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1336,,US DD1849,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1337,,US DD1851,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1338,,US DD1852,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1339,,US DD1853,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1340,,US DD1855,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1341,,US DD1856,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1342,,US DD1858,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1343,,US 1859,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1344,,US DD1860,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1345,,US DD1861,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1346,,US DD1862,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1347,,US DD1863,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1348,,US DD1864,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1349,,US DD1865,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1350,,US DD1866,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1351,,US DD1867,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1353,,US DD1869,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1354,,US DD1870,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1355,,US DD1872,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1356,,US DD1873,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1357,,US DD1874,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1358,,US DD1875,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1359,,US DD1876,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1360,,US DD1877,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1361,,US DD1878,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1362,,US DD1879,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1363,,US DD1880,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1364,,US DD1882,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1365,,US DD1883,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1366,,US 1884,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1367,,US 1885,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1368,,US DD1886,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1369,,US DD1887,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1370,,US DD1888,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1371,,US DD1889,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1373,,US DD1891,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1374,,US DD1892,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1375,,US 1893,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1376,,US DD1894,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1378,,US DD1896,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1379,,US DD1897,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1380,,US DD1898,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1381,,US DD1899,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1382,,US DD1900,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1383,,US DD1901,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1384,,US DD1902,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1385,,US DD1903,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1386,,US DD1904,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
