"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Conductivity","","","","","","","","","","","",""
"41","3087391","DD1514","2026-04-07","276","72.5","287","3","","2.5","3.1","1.29","0","72.5","-7.9","- |  - |  - |  -","","","","14.04","0.25","","Pregnant","Vet ck-pg","2026-01-16","149","","2","2026-01-16","Pregnant","66","66","69","69","101.1","494","0","","11","504","104","3","North Milking Cows"
"808","3087269","DD1521","2026-04-07","237","60.0","174","9","","2.7","3.0","1.41","0","60.0","-9.3","- |  - |  - |  -","","","","13.19","0.17","","Pregnant","Vet ck-preg","2026-02-20","106","","2","2026-02-20","Pregnant","63","63","66","62","102.6","494","0","","13","439","103","3","North Milking Cows"
"87","3087609","DD1522","2026-04-07","297","60.2","176","27","","3.8","2.0","1.72","0","60.2","-19.4","- |  - |  - |  -","","","","6.28","0.08","","Pregnant","","2025-10-17","218","","1","2025-10-17","Pregnant","68","69","69","68","103.1","494","0","x","23","487","103","3","North Milking Cows"
"82","3087220","DD1523","2026-04-07","282","35.7","353","5","","2.6","1.7","1.49","0","35.7","-4.2","- |  - |  - |  -","","","","5.93","1.93","","Pregnant","Vet ck-pg","2025-12-19","182","","1","2025-12-19","Pregnant","70","76","71","76","99.5","494","0","","1","468","104","3","North Milking Cows"
"803","5927959","DD1524","2026-04-07","257","57.3","816","0","","1.8","1.7","1.25","0","57.3","-2.6","- |  - |  - |  -","","","","12.91","2.66","","Off sync program","","2026-02-23","35","","1","","","75","71","74","72","101.1","494","0","","14","568","104","3","North Milking Cows"
"140","3352078","DD1525","2026-04-07","254","51.4","159","8","","2.6","2.7","1.41","0","51.4","-4.2","- |  - |  - |  -","","","","14.46","0.17","","Pregnant","Vet ck-pg","2025-12-19","170","","2","2025-12-19","Pregnant","67","66","68","65","102.2","494","0","","12","399","103","3","North Milking Cows"
"158","3087680","DD1528","2026-04-07","270","56.4","121","19","","3.2","3.1","1.21","0","56.4","-11.9","- |  - |  - |  -","","","","9.45","0.12","","Pregnant","Vet ck-preg","2026-02-20","108","","2","2026-02-20","Pregnant","61","63","65","62","102.4","494","6","","7","412","103","3","North Milking Cows"
"1157","","DD1529","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","494","","","","","","11","Young stock"
"206","3543433","DD1530","2026-04-07","257","51.1","170","26","","2.6","2.0","1.70","1","51.1","-4.9","- |  - |  - |  -","","","","9.52","0.14","67","Pregnant","Vet ck-Pg","2025-11-21","186","","1","2025-11-21","Pregnant","64","70","65","65","101.7","494","0","x","12","498","102","103","South Milking Cows"
"1162","","DD1533","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","494","","","","","","11","Young stock"
"48","3087565","DD1534","2026-04-07","241","54.9","179","13","","2.7","2.9","1.34","1","54.9","-7.7","- |  - |  - |  -","","","","14.60","0.21","","Pregnant","Vet ck-pg","2025-12-19","174","","1","2025-12-19","Pregnant","64","66","66","64","102.4","494","0","","14","374","103","3","North Milking Cows"
"148","3087735","DD1535","2026-04-07","281","67.5","357","20","","2.8","2.7","1.35","0","67.5","-5.5","- |  - |  - |  -","","","","11.67","0.13","105","Pregnant","Vet ck-Pg","2025-11-21","200","","1","2025-11-21","Pregnant","64","65","61","65","103.3","494","0","","12","361","101","103","South Milking Cows"
"262","6634652","DD1537","2026-04-07","286","51.4","265","4","","2.0","2.0","1.37","0","51.4","-5.3","- |  - |  - |  -","","","","12.49","0.17","","Pregnant","Vet ck-preg","2026-02-20","112","","4","2026-02-20","Pregnant","67","68","69","68","101.7","494","0","","9","396","103","3","North Milking Cows"
"1169","","DD1539","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","494","","","","","","11","Young stock"
"134","3087229","DD1540","2026-04-07","158","62.4","108","5","","2.9","2.9","1.27","0","62.4","-3.5","- |  - |  - |  -","","","","13.33","0.36","9","Metritis","Vet ck-reck/dirty-clean","2025-12-19","13","","2","","","68","69","70","70","100.4","494","0","","13","402","102","103","South Milking Cows"
"7","3087274","DD1542","2026-04-07","273","46.1","357","13","","2.1","2.4","1.70","0","46.1","-7.7","- |  - |  - |  -","","","","15.73","0.19","","Pregnant","Vet ck-Pg","2025-11-21","198","","2","2025-11-21","Pregnant","67","68","69","67","102.0","494","0","x","8","615","103","3","North Milking Cows"
"207","3086128","DD1543","2026-04-07","260","63.7","243","20","","2.8","3.1","1.25","0","63.7","-7.1","- |  - |  - |  -","","","","13.19","0.18","","Pregnant","Vet ck-Pg","2025-11-21","198","","1","2025-11-21","Pregnant","69","75","70","73","103.1","494","0","","8","551","103","3","North Milking Cows"
"1174","","DD1544","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","494","","","","","","11","Young stock"
"15","3087121","DD1546","2026-04-07","281","47.8","161","25","","2.4","2.7","1.39","0","47.8","-7.3","- |  - |  - |  -","","","","15.80","0.27","","Pregnant","Vet ck-pg","2025-12-19","169","","2","2025-12-19","Pregnant","68","70","73","68","102.0","494","0","","18","436","103","108","Main"
"135","3086678","DD1547","","451","","269","199","","2.5","0.0","0.00","81","","0.0","- |  - |  - |  -","","","","","","","Pregnant","Vet ck-Pg","2025-11-21","200","","3","2025-11-21","Pregnant","91","80","82","88","99.0","494","0","","14","483","103","1","Default"
"159","3087807","DD1548","2026-04-07","294","71.4","134","9","","3.6","3.3","1.47","0","71.4","-11.7","- |  - |  - |  -","","","","16.58","0.31","","","","","51","","1","","","67","68","70","67","101.5","494","0","","23","344","103","3","North Milking Cows"
"61","3086148","DD1550","2026-04-07","261","51.4","88","31","","2.6","2.6","1.49","1","51.4","-6.0","- |  - |  - |  -","","","","10.58","0.16","","Pregnant","Vet ck-pg","2026-01-16","142","","4","2026-01-16","Pregnant","64","0","64","65","102.2","494","0","","6","500","103","3","North Milking Cows"
"155","3086104","DD1551","2026-04-07","291","46.7","148","68","","3.4","2.6","1.29","0","46.7","-8.8","- |  - |  - |  -","","","","13.33","0.20","","Pregnant","Vet ck-Pg","2025-11-21","197","","2","2025-11-21","Pregnant","82","64","66","64","101.3","494","0","","14","408","104","3","North Milking Cows"
"1183","","DD1553","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","494","","","","","","11","Young stock"
"20","3086114","DD1558","2026-04-07","148","48.7","280","12","","1.9","2.1","1.28","0","48.7","-4.6","- |  - |  - |  -","","","","15.87","0.28","","Female infertility","Vet ck-75+DIM-Fol left,stat right,off sync","2026-02-21","20","","1","","","71","73","74","72","101.8","494","0","","12","444","103","3","North Milking Cows"
"29","3086671","DD1595","2026-04-07","288","53.1","187","4","","2.6","2.0","1.08","0","53.1","-4.9","- |  - |  - |  -","","","","8.87","0.12","27","Pregnant","Vet ck-pg","2026-01-16","126","","2","2026-01-16","Pregnant","64","64","62","64","102.2","494","0","","16","315","101","103","South Milking Cows"
"90","3087156","DD1599","2026-04-07","8","43.0","9","0","","1.9","1.9","1.03","0","43.0","10.1","- |  - |  - |  -","","","","9.24","0.27","","","","","","","","","","72","72","72","70","103.1","494","0","","11","588","103","3","North Milking Cows"
"52","3087406","DD1733","2026-04-07","15","73.0","7","8","","2.7","3.3","1.06","1","73.0","0.7","- |  - |  - |  -","","","","13.90","0.47","","Metritis","","2026-03-31","","","","","","73","71","75","73","99.5","494","0","","5","516","104","3","North Milking Cows"
"1437","","DD1793","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","494","","","","","","11","Young stock"
"1416","","DD1934","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","494","","","","","","11","Young stock"
"1428","","DD1946","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","494","","","","","","11","Young stock"
"1429","","DD1947","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","494","","","","","","11","Young stock"
"1436","","DD1954 ","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","494","","","","","","11","Young stock"
"1441","","DD1959","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","494","","","","","","11","Young stock"
"1491","","DD2010","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","494","","","","","","9","Drinking Calves"
"1111","","NL 1235469870","","","","","","","","","0.00","","","","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","494","","","","","","108","Main"
"1272","","US 1703","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","494","","","","","","11","Young stock"
"1286","","US 1734","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","Pregnant","Vet ck-pg ck-160D","2025-12-19","270","x","1","2025-12-19","Pregnant","","","","","","494","","","","","","11","Young stock"
"266","6640786","US 1738","2026-04-07","23","60.8","11","3","","2.4","2.4","1.19","0","60.8","5.3","- |  - |  - |  -","","","","12.70","0.26","","","","","","","","","","66","69","69","66","103.1","494","0","","18","476","103","3","North Milking Cows"
"1291","","US 1741","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","Pregnant","Vet ck-pg ck-150D","2025-12-19","260","x","1","2025-12-19","Pregnant","","","","","","494","","","","","","11","Young stock"
"3","3086603","US 1744","2026-04-07","16","55.1","18","3","","2.0","2.4","1.26","0","55.1","1.1","- |  - |  - |  -","","","","13.40","0.31","","","","","","","","","","67","69","72","68","102.0","494","0","","7","514","103","3","North Milking Cows"
"1294","","US 1745","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","494","","","","","","11","Young stock"
"215","6641856","US 1788","2026-04-07","28","81.6","9","4","","3.1","4.1","1.02","0","81.6","1.3","- |  - |  - |  -","","","","15.38","0.25","","","","","","","","","","71","69","72","70","101.8","494","0","","19","617","104","3","North Milking Cows"
"1317","","US 1789","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","494","","","","","","11","Young stock"
"1318","","US 1790","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","494","","","","","","11","Young stock"
"1325","","US 1815","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","494","","","","","","11","Young stock"
"1343","","US 1859","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","494","","","","","","11","Young stock"
"1366","","US 1884","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","494","","","","","","11","Young stock"
"1367","","US 1885","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","494","","","","","","11","Young stock"
"1375","","US 1893","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","494","","","","","","11","Young stock"
"1396","","US 1914","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","494","","","","","","11","Young stock"
"1398","","US 1916","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","494","","","","","","11","Young stock"
"1421","","US 1939","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","494","","","","","","11","Young stock"
"1422","","US 1940","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","494","","","","","","11","Young stock"
"1423","","US 1941","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","494","","","","","","11","Young stock"
"1425","","US 1943","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","494","","","","","","11","Young stock"
"1427","","US 1945","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","494","","","","","","11","Young stock"
"1432","","US 1950","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","494","","","","","","11","Young stock"
"1459","","US 1978","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","494","","","","","","11","Young stock"
"1467","","US 1986","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","494","","","","","","11","Young stock"
"1468","","US 1987","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","494","","","","","","11","Young stock"
"1475","","US 1994","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","494","","","","","","11","Young stock"
"1497","","US 2015","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","494","","","","","","9","Drinking Calves"
"1486","","US D2005","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","494","","","","","","9","Drinking Calves"
"1426","","US DD 1944","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","494","","","","","","11","Young stock"
"1326","","US DD1326","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","494","","","","","","11","Young stock"
"804","3087379","US DD1393","2026-04-07","410","30.9","159","19","","3.3","2.7","1.16","0","30.9","-7.3","- |  - |  - |  -","","","","8.69","0.10","41","Off sync program","","2026-02-23","34","","4","2026-02-20","Not Pregnant","73","89","81","76","101.7","494","0","","14","586","102","103","South Milking Cows"
"91","3087334","US DD1396","2026-04-07","455","54.7","137","20","","3.9","3.3","1.50","0","54.7","-7.5","- |  - |  - |  -","","","","12.80","0.24","97","Pregnant","Vet ck-pg","2026-01-16","152","","7","2026-01-16","Pregnant","67","69","68","69","102.2","494","0","","21","452","101","103","South Milking Cows"
"190","3353629","US DD1432","2026-04-07","205","59.7","115","9","","3.4","3.1","1.53","0","59.7","-4.4","- |  - |  - |  -","","","","14.29","0.26","107","Female infertility","Vet ck-57+DIM-cyst left,Cl right, lut","2026-02-20","6","","1","","","67","67","67","0","102.0","494","0","x","6","472","102","103","South Milking Cows"
"118","3087755","US DD1456","2026-04-07","330","88.4","165","19","","3.2","3.4","1.48","0","88.4","-7.9","- |  - |  - |  -","","","","17.50","0.37","66","Pregnant","Vet ck-pg","2026-01-16","131","","2","2026-01-16","Pregnant","81","70","69","69","102.0","494","0","","13","509","102","103","South Milking Cows"
"1184","","US DD1554","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","494","","","","","","11","Young stock"
"106","3087159","US DD1556","","","0.0","","0","","","","0.00","0","0.0","0.0","- |  - |  - |  -","","","","","","","Fertility cycling","Vet ck-pg ck-open,stat left, Cl right,lut, Vet ck-pg ck-open,stat left, Cl right,lut","2025-11-21","51","","2","2025-11-21","Not Pregnant","","","","","","494","0","","13","252","","1","Default"
"74","3087864","US DD1559","2026-04-07","261","53.8","300","32","","2.9","2.9","1.44","0","53.8","-5.1","- |  - |  - |  -","","","","10.44","0.11","","Off sync program","","2025-10-21","20","","5","","","71","69","71","69","100.0","494","0","","14","596","104","3","North Milking Cows"
"264","6633230","US DD1560","2026-04-07","274","45.9","115","3","","2.6","2.0","1.48","1","45.9","-6.6","- |  - |  - |  -","","","","10.44","0.12","","Pregnant","Vet ck-pg","2026-01-16","132","","2","2026-01-16","Pregnant","69","68","71","70","100.9","494","0","","14","528","104","3","North Milking Cows"
"165","5925519","US DD1563","2026-04-07","286","55.8","176","105","","2.7","2.1","1.43","0","55.8","0.7","- |  - |  - |  -","","","","11.99","0.15","","Off sync program","","2026-02-23","35","","5","2026-02-20","Not Pregnant","67","67","66","65","102.7","494","0","","12","594","103","108","Main"
"186","3087125","US DD1564","2026-04-07","248","70.3","104","6","","3.9","4.0","1.33","2","70.3","-9.0","- |  - |  - |  -","","","","19.33","0.35","","Pregnant","Vet ck-Pg","2025-11-21","197","","1","2025-11-21","Pregnant","72","69","73","77","103.3","494","0","","12","601","103","108","Main"
"84","3086109","US DD1565","2026-04-07","252","80.7","117","19","","3.4","3.7","1.26","4","80.7","-17.9","- |  - |  - |  -","","","","18.48","0.32","","Fertility cycling","vet ck-open,CL left,stat right,lut, vet ck-open,CL left,stat right,lut","2026-03-20","16","","3","2026-03-20","Not Pregnant","65","66","67","64","102.0","494","0","","17","437","103","3","North Milking Cows"
"25","3087364","US DD1567","2026-04-07","279","20.7","121","9","","2.8","2.4","1.62","0","20.7","-15.7","- |  - |  - |  -","","","","10.02","1.30","","Pregnant","Vet ck-Pg","2025-11-21","194","","1","2025-11-21","Pregnant","68","68","70","70","101.1","494","7","x","14","232","103","108","Main"
"168","3183540","US DD1568","2026-04-07","255","78.5","256","6","","2.9","3.3","1.22","1","78.5","-12.3","- |  - |  - |  -","","","","17.50","0.36","22","Off sync program","","2026-02-23","34","","2","2026-02-20","Not Pregnant","75","78","76","75","102.2","494","0","","15","405","102","108","Main"
"1200","","US DD1569","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","Pregnant","Vet ck-pg ck-50D","2025-12-19","160","","1","2025-12-19","Pregnant","","","","","","494","","","","","","108","Main"
"1201","","US DD1570","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","494","","","","","","108","Main"
"10","3086174","US DD1571","2026-04-07","267","55.6","146","11","","3.2","2.0","1.37","2","55.6","-11.9","- |  - |  - |  -","","","","5.86","0.92","","Pregnant","Vet ck-Pg","2025-11-21","213","","1","2025-11-21","Pregnant","71","69","72","70","101.3","494","0","","3","540","104","108","Main"
"345","3184368","US DD1572","2026-04-07","15","54.5","20","52","x","1.6","1.9","1.06","1","54.5","-2.2","- |  - |  - |  -","","","","14.46","0.87","","","","","","","","","","0","0","0","0","","494","7","","9","457","103","108","Main"
"263","6634659","US DD1573","2026-04-07","152","34.4","225","15","","2.3","2.1","1.32","0","34.4","-3.7","- |  - |  - |  -","","","","9.59","0.13","","","","","13","","1","","","66","66","72","65","102.7","494","0","","13","428","103","3","North Milking Cows"
"81","3087668","US DD1574","2026-04-07","253","60.0","64","51","","3.0","3.0","1.40","1","60.0","-7.5","- |  - |  - |  -","","","","13.19","0.20","","Pregnant","Vet ck-PG","2026-03-20","69","","2","2026-03-20","Pregnant","69","69","71","69","100.9","494","0","","21","448","104","3","North Milking Cows"
"1207","","US DD1576","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","Pregnant","Vet ck-pg 90D,heifer calf","2026-03-20","109","","1","2026-03-20","Pregnant","","","","","","494","","","","","","11","Young stock"
"191","3183576","US DD1578","2026-04-07","30","44.3","86","1","","1.8","1.9","1.20","0","44.3","5.1","[M]  |  [M]  |  [M]  |  [M] ","2026-04-06","x","","12.32","1.87","756","Dirty cow","","2026-03-20","","","","","","67","81","66","68","103.3","494","0","","20","446","102","103","South Milking Cows"
"1213","","US DD1582","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","Pregnant","","2026-03-20","260","x","1","2026-03-20","Pregnant","","","","","","494","","","","","","11","Young stock"
"75","3088111","US DD1583","2026-04-07","222","15.0","170","19","","2.8","1.9","1.18","0","15.0","-34.8","- |  - |  - |  -","","","","10.02","4.83","","Off sync program","","2026-02-23","20","","4","2026-02-20","Not Pregnant","74","0","0","73","101.7","494","12","","-7","72","103","3","North Milking Cows"
"99","3352005","US DD1585","2026-04-07","244","55.1","179","10","","2.6","2.6","1.43","0","55.1","-6.2","- |  - |  - |  -","","","","13.54","0.19","","Pregnant","Vet ck-pg","2025-12-19","178","","1","2025-12-19","Pregnant","62","62","63","61","102.2","494","0","","13","529","103","3","North Milking Cows"
"185","3087303","US DD1586","2026-04-07","240","45.0","205","64","","2.5","2.4","1.11","4","45.0","-14.1","- |  - |  - |  -","","","","10.93","0.30","","Pregnant","Vet ck-preg,twins reck 120D","2026-02-20","105","","2","2026-02-20","Pregnant","70","93","63","67","102.7","494","0","","17","558","103","3","North Milking Cows"
"1219","","US DD1589","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","494","","","","","","11","Young stock"
"1220","","US DD1590","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","Pregnant","Vet ck-pg ck-150D","2025-12-19","260","x","1","2025-12-19","Pregnant","","","","","","494","","","","","","11","Young stock"
"1222","","US DD1600","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","494","","","","","","11","Young stock"
"1223","","US DD1601","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","494","","","","","","11","Young stock"
"13","3086569","US DD1602","2026-04-07","217","51.6","117","25","","3.0","3.0","1.56","2","51.6","-11.2","- |  - |  - |  -","","","","15.77","0.25","1061","Female infertility","Vet ck-fert ck-watch for heat","2026-01-16","58","","1","","","82","81","0","83","102.2","494","0","x","14","537","102","103","South Milking Cows"
"255","6635055","US DD1603","2026-04-07","140","64.8","106","4","","2.9","2.7","1.21","0","64.8","-5.3","- |  - |  - |  -","","","","16.86","0.27","","Fertility cycling","Vet ck-stat left,CL right, lut","2026-03-20","","","","","","67","77","68","67","99.7","494","0","","12","559","104","3","North Milking Cows"
"147","3086154","US DD1604","2026-04-07","614","34.0","236","16","","2.5","2.1","1.14","0","34.0","-4.9","- |  - |  - |  -","","","","9.76","1.04","64","Pregnant","Vet ck-preg","2026-02-20","123","","5","2026-02-20","Pregnant","74","68","65","68","102.2","494","0","","13","562","101","103","South Milking Cows"
"1226","","US DD1605","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","494","","","","","","11","Young stock"
"156","3085889","US DD1607","2026-04-07","235","78.0","558","7","","3.1","3.0","1.25","0","78.0","-6.2","- |  - |  - |  -","","","","14.29","0.17","54","","","","58","","3","","","73","68","67","66","102.7","494","0","","15","479","102","103","South Milking Cows"
"88","3087586","US DD1608","2026-04-07","14","58.0","11","1","","2.4","2.9","1.12","1","58.0","1.1","- |  - |  - |  -","","","","15.03","2.87","","","","","","","","","","73","69","71","69","101.1","494","3","","11","407","104","3","North Milking Cows"
"86","3087212","US DD1610","2026-04-07","285","46.7","123","8","","2.8","2.0","1.31","0","46.7","-7.1","- |  - |  - |  -","","","","9.95","0.14","","Pregnant","Vet ck-Pg","2025-11-21","212","","1","2025-11-21","Pregnant","61","63","63","59","103.3","494","0","","8","455","103","3","North Milking Cows"
"109","3353222","US DD1611","2026-04-07","248","50.7","209","11","","2.4","2.7","1.44","0","50.7","-5.5","- |  - |  - |  -","","","","14.89","0.20","","Not Pregnant","Vet ck-pg ck-Open,CL left,stat right","2026-01-16","12","","4","2026-01-16","Not Pregnant","61","62","62","61","101.1","494","0","","9","583","104","3","North Milking Cows"
"1230","","US DD1614","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","494","","","","","","11","Young stock"
"252","6641942","US DD1617","2026-04-07","14","69.0","22","4","","2.6","3.6","1.10","0","69.0","3.7","- |  - |  - |  -","","","","15.10","0.33","","","","","","","","","","68","68","69","68","101.8","494","0","","6","357","104","3","North Milking Cows"
"1234","","US DD1619","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","494","","","","","","11","Young stock"
"1236","","US DD1621","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","494","","","","","","11","Young stock"
"1237","","US DD1622","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","494","","","","","","11","Young stock"
"1238","","US DD1623","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","494","","","","","","11","Young stock"
"64","3087236","US DD1624","2026-04-07","4","33.5","2","2","","1.5","1.7","1.58","0","33.5","1.5","- |  - |  - |  -","","","","4.94","0.09","","","","","","","","","","71","71","75","74","104.5","494","2","x","8","370","103","3","North Milking Cows"
"346","3183472","US DD1625","2026-04-07","18","46.7","13","16","","1.9","1.6","1.80","1","46.7","0.0","- |  - |  - |  -","","","","13.01","0.24","","","","","","","","","","70","70","71","70","102.2","494","0","x","1","590","103","3","North Milking Cows"
"62","3087292","US DD1627","2026-04-07","193","83.1","348","10","","3.1","3.9","1.44","4","83.1","-14.8","- |  - |  - |  -","","","","15.83","0.25","11","Fertility cycling","Vet ck-pg ck-open, CL left,stat right, lut","2026-03-20","20","","2","","","71","73","69","71","103.1","494","0","","18","522","101","103","South Milking Cows"
"1243","","US DD1629","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","Pregnant","Vet ck-pg 55D","2026-03-20","74","","1","2026-03-20","Pregnant","","","","","","494","","","","","","11","Young stock"
"1242","","US DD1630","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","Pregnant","Vet ck-pg ck-140D","2025-12-19","250","","1","2025-12-19","Pregnant","","","","","","494","","","","","","11","Young stock"
"1245","","US DD1633","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","Pregnant","Vet ck-pg ck-130D","2025-12-19","240","","1","2025-12-19","Pregnant","","","","","","494","","","","","","11","Young stock"
"204","5925507","US DD1634","2026-04-07","9","58.4","2","1","","2.3","2.4","1.10","1","58.4","7.1","- |  - |  - |  -","","","","8.40","0.40","","","","","","","","","","69","69","71","69","102.2","494","0","","10","452","104","3","North Milking Cows"
"1247","","US DD1635","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","Pregnant","Vet ck-pg ck-160D","2025-12-19","270","x","1","2025-12-19","Pregnant","","","","","","494","","","","","","11","Young stock"
"1248","","US DD1636","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","Pregnant","Vet ck-pg ck-140D","2025-12-19","250","","1","2025-12-19","Pregnant","","","","","","494","","","","","","11","Young stock"
"1249","","US DD1637","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","Pregnant","Vet ck-pg ck-50D","2025-12-19","160","","1","2025-12-19","Pregnant","","","","","","494","","","","","","11","Young stock"
"1250","","US DD1638","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","Pregnant","Vet ck-pg ck-140D","2025-12-19","250","","1","2025-12-19","Pregnant","","","","","","494","","","","","","11","Young stock"
"1251","","US DD1639","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","494","","","","","","11","Young stock"
"60","3087116","US DD1640","2026-04-07","9","43.7","11","7","x","1.8","1.7","1.40","3","43.7","5.3","- |  - |  - |  -","","","","10.93","0.37","","","","","","","","","","0","72","0","0","100.6","494","0","","3","489","103","3","North Milking Cows"
"1253","","US DD1641","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","494","","","","","","11","Young stock"
