"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Conductivity","","","","","","","","","","","",""
"216","6634679","US DD1642","2026-04-13","235","78.5","159","12","","2.7","2.4","1.24","1","78.5","4.2","- |  - |  - |  -","","","","15.52","0.23","","Not Pregnant","Vet ck-pg ck-Open,CL left,stat right","2026-01-16","55","","3","2026-01-16","Not Pregnant","72","71","88","71","102.0","469","0","","1","517","103","3","North Milking Cows"
"30","3087392","US DD1646","2026-04-13","3","36.2","2","1","x","2.0","2.0","0.85","0","36.2","0.0","- |  - |  - |  -","","","","4.40","0.84","","","","","","","","","","0","79","0","0","96.8","469","0","x","","426","103","3","North Milking Cows"
"1256","","US DD1647","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","Pregnant","Vet ck-pg ck-pg 100D","2025-12-19","216","","1","2025-12-19","Pregnant","","","","","","469","","","","","","11","Young stock"
"257","6634640","US DD1648","2026-04-13","6","21.2","4","3","","1.6","1.6","1.03","1","21.2","0.0","- |  [] Mastitis |  - |  -","","","","6.63","0.42","","","","","","","","","","84","131","82","80","100.4","469","0","","3","445","104","3","North Milking Cows"
"247","6641939","US DD1649","2026-04-13","21","65.9","7","10","","3.2","3.9","1.15","0","65.9","2.0","- |  - |  - |  -","","","","12.84","0.27","","","","","","","","","","74","73","73","73","98.8","469","0","","1","510","104","3","North Milking Cows"
"265","6641319","US DD1650","2026-04-13","21","67.9","4","1","","3.5","4.1","1.07","0","67.9","-0.4","- |  - |  - |  -","","","","15.87","0.34","","","","","","","","","","67","69","68","67","102.6","469","0","","7","496","103","3","North Milking Cows"
"137","3087194","US DD1652","2026-04-13","17","51.1","13","1","","2.1","2.1","0.95","0","51.1","2.2","- |  - |  - |  -","","","","12.91","0.18","","","","","","","","","","73","72","72","74","101.7","469","0","x","-1","562","104","3","North Milking Cows"
"1261","","US DD1653","","15","","","","","","","0.00","","","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","469","","","","","","8","Dry Cows"
"2","3086479","US DD1654","2026-04-13","25","58.9","26","4","","2.0","2.4","1.03","0","58.9","1.5","- |  - |  - |  -","","","","12.98","0.68","","Metritis","","2026-03-25","","","","","","85","86","87","85","102.0","469","0","","9","604","103","108","Main"
"27","3087387","US DD1655","2026-04-13","11","19.2","42","2","","1.6","","0.00","0","19.2","-3.7","- |  - |  - |  -","","","","0.00","12.85","91","","","","","","","","","70","68","69","73","100.8","469","12","","1","388","104","108","Main"
"1264","","US DD1656","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","Keep Open","Vet ck-pg-FREE MATIN","2025-12-19","","","","2025-12-19","Keep Open","","","","","","469","","","","","","108","Main"
"17","3086731","US DD1660","2026-04-13","339","77.6","747","43","","2.2","2.7","1.22","0","77.6","-2.9","- |  - |  [] Mastitis |  -","2025-10-24","","","15.83","0.26","","Fertility cycling","Vet ck-pg ck-open,stat left,Cl right,lut","2025-09-20","12","","4","2025-09-19","Not Pregnant","64","65","63","107","103.5","469","0","","1","460","101","103","South Milking Cows"
"39","6642027","US DD1662","","490","","326","52","","2.7","1.4","1.73","1","","-0.4","- |  - |  - |  -","","","","","","","Pregnant","Vet ck-pg","2025-09-19","253","","7","2025-09-19","Pregnant","0","61","64","84","102.6","469","0","x","-3","415","103","1","Default"
"203","5926241","US DD1671","2026-04-13","95","91.0","483","2","","2.2","2.0","1.04","0","91.0","-17.9","- |  - |  - |  -","","","","6.70","6.15","","","","","","","","","","70","69","70","69","102.0","469","0","","7","637","103","3","North Milking Cows"
"1266","","US DD1672","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","469","","","","","","108","Main"
"746","3351299","US DD1674","2026-04-13","23","72.5","11","6","","2.8","3.6","1.15","1","72.5","1.1","- |  - |  - |  -","","","","15.59","0.27","","","","","","","","","","72","74","73","73","101.5","469","0","","3","561","103","108","Main"
"43","3086557","US DD1675","2026-04-13","55","82.7","24","4","","3.2","3.4","1.21","0","82.7","9.0","- |  - |  - |  -","","","","17.26","0.33","472","","","","","","","","","71","69","68","68","102.0","469","0","","13","583","102","103","South Milking Cows"
"1268","","US DD1676","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","Pregnant","Vet ck-pg ck-30D","2025-12-19","146","","1","2025-12-19","Pregnant","","","","","","469","","","","","","108","Main"
"1269","","US DD1677","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","469","","","","","","108","Main"
"1270","","US DD1679","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","Pregnant","Vet ck-pg ck-50D","2025-12-19","166","","1","2025-12-19","Pregnant","","","","","","469","","","","","","108","Main"
"1271","","US DD1680","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","469","","","","","","108","Main"
"188","6632868","US DD1683","","526","","229","24","","2.6","1.9","1.22","0","","7.9","- |  - |  - |  -","","","","","","","Pregnant","Vet ck-pg","2025-09-19","274","x","5","2025-09-19","Pregnant","78","68","65","74","98.4","469","0","","3","461","104","8","Dry Cows"
"192","3543451","US DD1686","2026-04-13","247","44.8","86","138","","3.1","3.0","1.44","0","44.8","-2.0","[M]  |  [M]  |  [M]  |  [M] High CDT","","x","","11.90","0.16","2251","","","","16","","2","","","65","66","116","61","102.2","469","0","","12","466","101","103","South Milking Cows"
"193","6635122","US DD1687","2026-04-13","243","64.4","289","10","","3.4","3.9","1.61","0","64.4","-5.1","- |  - |  - |  -","","","","16.37","0.28","63","","","","56","","1","","","0","60","60","62","102.6","469","0","x","7","464","102","103","South Milking Cows"
"208","6633192","US DD1689","2026-04-13","133","87.5","176","11","","4.0","4.3","1.17","1","87.5","-6.0","- |  - |  - |  -","","","","16.96","0.38","72","Fertility cycling","Vet ck-57+DIM-Cl right,lut","2026-02-20","11","","2","","","69","70","67","70","101.8","469","0","","13","471","101","103","South Milking Cows"
"210","6632735","US DD1691","2026-04-13","407","55.1","150","29","","3.9","3.4","1.36","0","55.1","-9.7","- |  - |  - |  -","","","","16.55","0.39","74","Pregnant","Vet ck-PG","2026-03-20","68","","3","2026-03-20","Pregnant","72","76","72","75","99.7","469","0","","13","517","102","103","South Milking Cows"
"212","6635120","US DD1693","","345","","112","53","","3.1","2.1","1.49","0","","2.2","- |  - |  - |  -","","","","","","","Pregnant","","2025-10-17","228","","2","2025-10-17","Pregnant","65","72","69","68","102.2","469","0","","-4","583","101","8","Dry Cows"
"131","3087351","US DD1696","2026-04-13","40","92.8","13","0","","3.7","4.3","1.13","0","92.8","-11.5","- |  - |  - |  -","","","","17.28","0.24","","Dirty cow","Vet ck-fresh-dirty,vac,give 2nd lut shot,1mo","2026-03-17","","","","","","75","77","75","75","101.3","469","0","","11","617","104","3","North Milking Cows"
"138","3086806","US DD1697","2026-04-13","582","33.3","346","95","","2.6","2.7","1.30","0","33.3","-1.8","- |  - |  - |  -","","","","11.08","0.13","","Keep Open","too high DMI, too low milk, sell","2026-03-19","129","","6","2026-03-19","Keep Open","72","69","71","73","99.9","469","0","","8","455","104","3","North Milking Cows"
"568","3184472","US DD1699","2026-04-13","63","80.7","37","2","","3.2","3.9","1.20","0","80.7","-1.8","[M]  |  [M]  |  [M]  |  [M] ","","x","","15.95","0.34","1319","Dirty cow","","2026-03-20","1","","","","","66","72","96","0","102.2","469","0","","-1","496","102","103","South Milking Cows"
"121","3087395","US DD1700","2026-04-13","48","106.9","26","1","","3.4","3.4","1.03","0","106.9","-5.7","- |  - |  - |  -","2026-03-23","","","19.35","0.38","31","Dirty cow","","2026-03-15","","","","","","64","67","67","67","101.7","469","0","","11","588","102","103","South Milking Cows"
"1274","","US DD1705","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","Pregnant","Vet ck-pg ck-160D","2025-12-19","276","x","1","2025-12-19","Pregnant","","","","","","469","","","","","","11","Young stock"
"217","6634709","US DD1706","2026-04-13","53","92.6","22","1","","3.7","3.9","1.11","0","92.6","-15.9","- |  - |  - |  -","","","","17.38","0.33","17","","","","","","","","","74","78","74","76","102.0","469","0","","4","514","102","103","South Milking Cows"
"67","3086685","US DD1707","2026-04-13","15","55.3","9","1","","2.5","3.1","1.11","2","55.3","2.4","- |  - |  - |  -","","","","15.38","0.20","","","","","","","","","","72","73","74","74","100.0","469","0","","1","524","104","3","North Milking Cows"
"1276","","US DD1708","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","Keep Open","Vet ck-pg-FREE MARTIN","2025-12-19","","","","2025-12-19","Keep Open","","","","","","469","","","","","","11","Young stock"
"218","6632897","US DD1712","2026-04-13","87","83.3","33","4","","3.6","3.1","1.22","0","83.3","-1.8","- |  - |  - |  -","","","","14.88","0.28","680","","","","44","","","","","75","80","82","0","101.1","469","0","","10","287","102","103","South Milking Cows"
"223","6632661","US DD1714","2026-04-13","327","45.9","229","2","","2.6","2.3","1.40","0","45.9","-4.0","- |  - |  - |  -","","","","11.85","0.28","116","Pregnant","Vet ck-preg","2026-02-20","101","","2","2026-02-20","Pregnant","69","69","67","70","101.8","469","0","","5","457","101","103","South Milking Cows"
"1277","","US DD1715","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","469","","","","","","11","Young stock"
"224","6642406","US DD1716","2026-04-13","23","73.6","20","1","","2.7","3.3","1.01","0","73.6","-0.9","- |  - |  - |  -","","","","4.46","5.95","19","","","","","","","","","66","67","66","69","102.4","469","1","","13","208","101","103","South Milking Cows"
"1278","","US DD1719","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","469","","","","","","11","Young stock"
"1279","","US DD1720","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","469","","","","","","11","Young stock"
"1280","","US DD1721","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","Pregnant","Vet ck-pg ck-45D","2025-12-19","161","","1","2025-12-19","Pregnant","","","","","","469","","","","","","11","Young stock"
"236","6632625","US DD1722","2026-04-13","32","61.9","35","5","","2.4","3.3","1.10","0","61.9","-0.7","- |  - |  - |  -","","","","12.70","0.22","","","","","","","","","","64","66","66","65","101.7","469","0","","4","560","103","3","North Milking Cows"
"227","6632644","US DD1723","2026-04-13","388","75.0","699","11","","3.4","3.9","1.29","0","75.0","-10.1","- |  - |  - |  -","","","","20.71","0.29","171","Pregnant","Vet ck-pg","2026-01-16","158","","3","2026-01-16","Pregnant","68","70","72","67","101.5","469","0","","9","532","101","103","South Milking Cows"
"4","3086632","US DD1724","2026-04-13","33","34.0","104","4","","1.6","1.6","1.34","0","34.0","3.1","- |  - |  - |  -","2025-10-25","","","5.24","7.19","848","","","","","","","","","84","82","84","0","103.1","469","0","","22","613","102","103","South Milking Cows"
"1283","","US DD1726","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","Pregnant","Vet ck-pg ck-120D","2025-12-19","236","","1","2025-12-19","Pregnant","","","","","","469","","","","","","11","Young stock"
"1284","","US DD1731","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","Pregnant","Vet ck-pg ck-120D,heifer calf","2025-12-19","236","","1","2025-12-19","Pregnant","","","","","","469","","","","","","11","Young stock"
"1287","","US DD1736","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","469","","","","","","11","Young stock"
"1288","","US DD1737","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","Female infertility","Vet ck-pg ck-Open","2025-12-19","","","","","","","","","","","469","","","","","","11","Young stock"
"226","6634736","US DD1739","2026-04-13","318","31.1","157","37","","2.9","2.6","1.49","0","31.1","-3.5","- |  - |  - |  -","","","","12.56","0.13","","Pregnant","Vet ck-preg,110D","2026-02-20","163","","2","2026-02-20","Pregnant","0","0","68","68","101.1","469","0","","9","400","103","3","North Milking Cows"
"1290","","US DD1740","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","469","","","","","","11","Young stock"
"1292","","US DD1743","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","Pregnant","Vet ck-pg 80D,heifer","2026-03-20","105","","1","2026-03-20","Pregnant","","","","","","469","","","","","","11","Young stock"
"184","3183423","US DD1747","2026-04-13","21","23.8","15","43","x","1.9","2.1","0.96","1","23.8","0.4","- |  - |  - |  -","","","","10.93","0.24","","Metritis","","2026-03-26","","","","","","0","0","0","0","","469","0","x","18","448","103","3","North Milking Cows"
"105","3087401","US DD1748","2026-04-13","139","97.0","82","7","","3.5","4.1","1.30","0","97.0","-3.3","- |  - |  - |  -","","","","21.67","0.27","33","","","","9","","2","","","0","70","70","69","102.6","469","0","","-2","569","101","103","South Milking Cows"
"163","3352744","US DD1751","2026-04-13","32","62.8","7","1","","4.0","4.6","0.88","1","62.8","-2.4","- |  - |  - |  -","","","","14.74","0.37","","","","","8","","","","","67","65","67","67","100.9","469","0","x","7","492","104","3","North Milking Cows"
"12","3086327","US DD1752","2026-04-13","2","19.8","2","0","","1.5","1.5","1.45","0","19.8","-0.4","[M]  |  [M]  |  [M]  |  [M] ","","x","","3.90","0.73","","","","","","","","","","77","78","78","0","101.3","469","0","","","251","104","3","North Milking Cows"
"144","3087427","US DD1755","2026-04-13","19","52.0","7","6","","3.1","4.0","0.96","1","52.0","0.2","- |  - |  - |  -","","","","12.63","0.21","","","","","","","","","","70","70","70","70","98.8","469","0","x","3","427","104","3","North Milking Cows"
"1299","","US DD1756","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","Pregnant","Vet ck-pg 70D","2026-03-20","95","","1","2026-03-20","Pregnant","","","","","","469","","","","","","11","Young stock"
"145","3086699","US DD1758","2026-04-13","21","51.1","4","1","","2.9","3.4","0.92","0","51.1","2.4","- |  - |  - |  -","","","","12.28","0.16","","","","","","","","","","74","75","74","74","101.1","469","0","x","6","554","103","3","North Milking Cows"
"128","3087160","US DD1759","","424","","456","3","","2.5","1.6","1.63","0","","-0.4","- |  - |  - |  -","","","","","","1797","Pregnant","Vet ck-Pg","2025-11-21","219","","5","2025-11-21","Pregnant","0","89","74","74","100.0","469","0","x","6","560","102","8","Dry Cows"
"1301","","US DD1760","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","Pregnant","Vet ck-pg 80D","2026-03-20","105","","1","2026-03-20","Pregnant","","","","","","469","","","","","","11","Young stock"
"146","3087034","US DD1761","2026-04-13","19","51.1","22","1","","1.9","1.9","1.03","0","51.1","0.0","- |  - |  - |  -","","","","12.13","0.76","","","","","","","","","","72","73","71","70","102.0","469","0","","14","482","103","3","North Milking Cows"
"89","3087349","US DD1763","2026-04-13","319","68.6","236","15","","2.8","2.9","1.27","0","68.6","-1.1","- |  - |  - |  -","","","","14.05","0.26","110","Pregnant","Vet ck-pg","2025-12-19","176","","3","2025-12-19","Pregnant","63","65","65","64","100.9","469","0","","0","580","102","103","South Milking Cows"
"58","3086115","US DD1766","2026-04-13","380","63.3","311","11","","3.0","3.0","1.25","0","63.3","-2.6","- |  - |  - |  -","2025-12-28","","","16.25","0.23","135","Pregnant","Vet ck-preg","2026-02-20","113","","3","2026-02-20","Pregnant","91","68","69","66","102.2","469","0","","8","476","102","103","South Milking Cows"
"59","3087697","US DD1767","2026-04-13","393","17.6","421","29","","2.3","1.0","2.02","1","17.6","2.2","- |  [] Mastitis |  - |  -","","","","5.00","0.65","","Pregnant","Vet ck-pg","2025-09-19","253","","2","2025-09-19","Pregnant","69","81","67","71","102.0","469","0","x","6","534","101","103","South Milking Cows"
"37","3087451","US DD1768","2026-04-13","364","50.0","425","6","","2.5","2.6","1.56","0","50.0","-3.1","- |  - |  - |  -","","","","16.30","0.40","","Pregnant","Vet ck-pg","2026-01-16","155","","3","2026-01-16","Pregnant","64","68","66","67","101.1","469","0","x","4","490","103","3","North Milking Cows"
"164","3542845","US DD1769","2026-04-13","13","106.7","2","0","","3.4","3.6","1.35","0","106.7","10.6","- |  - |  - |  -","","","","18.63","0.40","66","","","","","","","","","70","71","69","70","101.5","469","3","","13","438","101","103","South Milking Cows"
"1304","","US DD1773","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","Pregnant","Vet ck-pg 75D,bull calf","2026-03-20","100","","1","2026-03-20","Pregnant","","","","","","469","","","","","","11","Young stock"
"1305","","US DD1774","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","469","","","","","","11","Young stock"
"117","3087338","US DD1775","2026-04-13","21","47.6","7","33","","2.1","2.7","1.04","1","47.6","2.0","- |  - |  - |  -","","","","12.63","0.24","","","","","","","","","","68","71","71","69","100.9","469","0","","9","518","103","3","North Milking Cows"
"1307","","US DD1776","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","Pregnant","Vet ck-pg 45D","2026-03-20","70","","1","2026-03-20","Pregnant","","","","","","469","","","","","","11","Young stock"
"1308","","US DD1777","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","Pregnant","Vet ck-pg 70D,bull calf","2026-03-20","95","","1","2026-03-20","Pregnant","","","","","","469","","","","","","11","Young stock"
"1309","","US DD1778","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","469","","","","","","11","Young stock"
"1310","","US DD1780","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","469","","","","","","11","Young stock"
"1311","","US DD1781","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","469","","","","","","11","Young stock"
"1312","","US DD1785","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","Pregnant","Vet ck-pg ck-150D","2025-12-19","266","x","1","2025-12-19","Pregnant","","","","","","469","","","","","","11","Young stock"
"1313","","US DD1786","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","469","","","","","","11","Young stock"
"1314","","US DD1787","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","469","","","","","","11","Young stock"
"1316","","US DD1789","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","469","","","","","","108","Main"
"1319","","US DD1791","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","469","","","","","","11","Young stock"
"232","6632637","US DD1792","2026-04-13","163","89.3","392","10","","2.8","3.3","1.50","3","89.3","-5.3","- |  - |  - |  -","","","","19.88","0.41","44","Fertility cycling","Vet ck-75+DIM-CL left,Stat right,lut, offsync if no heat","2026-03-20","104","","","","","66","69","68","69","100.4","469","0","","11","572","102","103","South Milking Cows"
"233","6634664","US DD1793","2026-04-13","330","61.3","619","1","","2.2","2.7","1.46","0","61.3","-1.5","- |  - |  - |  -","","","","11.01","0.13","","Pregnant","Vet ck-PG","2026-03-20","94","","3","2026-03-20","Pregnant","67","64","65","66","102.2","469","0","","7","449","104","3","North Milking Cows"
"235","6633202","US DD1795","2026-04-13","209","87.1","146","0","","3.2","4.1","1.27","0","87.1","-9.7","- |  - |  - |  -","","","","17.28","0.31","","Fertility cycling","Vet ck-pg-open,CL left,stat right,lut, Vet ck-pg-open,CL left,stat right,lut","2026-02-20","49","","2","2026-02-20","Not Pregnant","70","70","71","71","99.3","469","0","","5","610","104","3","North Milking Cows"
"237","6635029","US DD1797","","389","","633","11","x","2.1","","0.00","9","","0.0","[M]  |  [M]  |  [M] Abnormal |  [M] High CDT","2026-01-19","","","","","","Pregnant","Vet ck-Pg","2025-11-21","215","","2","2025-11-21","Pregnant","0","0","175","84","88.9","469","0","","2","489","101","1","Default"
"238","6634733","US DD1798","2026-04-13","219","61.3","104","5","","3.5","3.4","1.30","1","61.3","-5.5","- |  - |  - |  -","","","","12.80","0.43","58","Dirty cow","dirty","2025-09-23","11","","1","","","64","0","66","66","100.0","469","0","","9","488","101","103","South Milking Cows"
"239","6641905","US DD1799","2026-04-13","56","113.1","26","5","","3.9","4.4","1.02","1","113.1","-10.1","[M]  |  [M]  |  [M]  |  [M] ","","x","","16.25","0.52","2832","","","","","","","","","66","66","75","68","102.6","469","0","","5","578","101","103","South Milking Cows"
"240","6633288","US DD1800","2026-04-13","361","26.2","613","23","","2.1","2.4","1.42","0","26.2","2.9","- |  - |  - |  -","","","","10.72","0.15","","Pregnant","Vet ck-pg","2026-01-16","158","","1","2026-01-16","Pregnant","75","72","74","71","99.0","469","0","","9","474","103","3","North Milking Cows"
"241","6634711","US DD1801","2026-04-13","402","43.9","697","6","","2.1","2.4","1.56","0","43.9","-0.2","- |  - |  - |  -","","","","14.18","0.18","","Pregnant","Vet ck-pg","2025-12-19","170","","6","2025-12-19","Pregnant","76","80","71","75","101.5","469","0","x","7","548","103","3","North Milking Cows"
"243","6633246","US DD1803","2026-04-13","120","78.5","328","2","","3.1","3.0","1.18","0","78.5","-15.4","- |  - |  - |  -","2026-02-27","","","12.62","3.55","67","","","","11","","1","","","66","67","66","87","102.0","469","0","","10","505","102","103","South Milking Cows"
"1320","","US DD1804","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","469","","","","","","11","Young stock"
"1321","","US DD1805","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","469","","","","","","11","Young stock"
"1322","","US DD1806","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","469","","","","","","11","Young stock"
"244","6632803","US DD1810","2026-04-13","231","75.6","251","43","","3.0","2.9","1.29","0","75.6","4.4","[s] Watery Milk |  - |  - |  -","","","","16.85","0.27","136","Off sync program","","2026-02-23","11","","4","2026-02-20","Not Pregnant","126","61","59","59","102.0","469","0","","9","515","102","103","South Milking Cows"
"245","6634963","US DD1811","","178","","265","4","","3.2","0.0","0.00","38","","0.0","[M]  |  [M] Mastitis |  [M] Mastitis |  [M] ","","","","","","1780","Fertility cycling","Vet ck-pg-open,stat left CL right,lut, Vet ck-pg-open,stat left CL right,lut","2026-02-20","49","","2","2026-02-20","Not Pregnant","87","104","0","102","100.9","469","0","","2","558","102","1","Default"
"1323","3543443","US DD1812","","","0.0","","0","","","0.0","0.00","0","0.0","0.0","- |  - |  - |  -","","","","","","","Female infertility","Vet ck-pg ck-Open","2025-12-19","10","","1","","","","","","","","469","0","","2","440","","1","Default"
"1324","","US DD1813","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","469","","","","","","11","Young stock"
"248","6635044","US DD1816","2026-04-13","334","73.9","271","33","","2.8","3.1","1.23","0","73.9","-0.2","- |  - |  - |  -","2026-04-06","","","14.64","0.22","1422","Female infertility","Vet ck-75+DIM-cyst left,stat right,offsync","2025-08-26","31","","5","","","61","64","74","0","102.6","469","0","","9","556","102","103","South Milking Cows"
"136","3087368","US DD1819","2026-04-13","238","57.8","353","5","","2.1","2.4","1.28","3","57.8","-2.4","- |  - |  - |  -","","","","12.13","0.17","","Not Pregnant","Vet ck-pg-open,stat left,stat right,offsync","2026-02-20","49","","2","2026-02-20","Not Pregnant","80","71","73","72","98.8","469","0","","12","580","104","3","North Milking Cows"
"253","6634702","US DD1821","2026-04-13","473","51.6","159","4","","3.3","2.9","1.23","2","51.6","-0.9","- |  - |  - |  -","","","","13.76","0.19","","Female infertility","Vet ck-CL left,stat right,lut","2026-01-16","10","","6","2025-09-19","Not Pregnant","66","0","68","78","100.6","469","0","","-5","449","104","3","North Milking Cows"
"256","6634673","US DD1824","2026-04-13","188","101.0","143","22","","3.5","4.0","1.36","0","101.0","0.9","- |  - |  - |  -","","","","17.08","0.41","36","Off sync program","","2026-01-19","31","","3","","","70","72","72","70","102.2","469","0","","14","631","101","103","South Milking Cows"
"258","6641953","US DD1826","","364","","161","88","","3.0","1.1","1.32","3","","0.0","- |  - |  [] Mastitis |  -","","","","","","","Pregnant","Vet ck-pg","2025-09-19","270","x","2","2025-09-19","Pregnant","66","66","64","109","100.9","469","0","","3","514","102","8","Dry Cows"
"260","6634655","US DD1828","2026-04-13","194","63.7","216","10","","2.9","2.0","1.20","0","63.7","7.1","- |  - |  - |  -","","","","13.51","0.25","","Not Pregnant","Vet ck-pg-open,stat left,sm fol right,offsync","2026-02-20","53","","2","2026-02-20","Not Pregnant","75","76","0","76","102.2","469","0","","9","552","101","103","South Milking Cows"
"261","6634657","US DD1829","2026-04-13","143","97.9","331","8","","3.0","4.0","1.17","0","97.9","-1.3","- |  - |  - |  -","","","","17.20","0.33","73","","","","19","","1","","","67","0","68","68","101.1","469","0","","14","532","102","103","South Milking Cows"
"1327","","US DD1832","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","469","","","","","","11","Young stock"
"1328","","US DD1833","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","469","","","","","","11","Young stock"
"231","6635053","US DD1834","2026-04-13","223","21.2","807","18","","1.9","1.7","1.26","0","21.2","0.0","- |  - |  - |  [s] High CDT","","","","7.68","0.08","2016","Keep Open","Keep Open Advice","2026-04-05","31","","1","2026-04-05","Keep Open","0","0","143","65","102.2","469","0","","9","542","102","103","South Milking Cows"
"1329","","US DD1835","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","469","","","","","","11","Young stock"
"221","6635124","US DD1836","2026-04-13","213","84.0","981","3","","2.0","2.0","1.42","0","84.0","0.0","- |  - |  - |  -","","","","13.33","3.33","","Pregnant","Vet ck-pg","2026-01-16","140","","1","2026-01-16","Pregnant","71","71","71","71","102.0","469","0","","9","553","101","103","South Milking Cows"
"1330","","US DD1840","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","469","","","","","","11","Young stock"
"1331","","US DD1841","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","469","","","","","","11","Young stock"
"1332","","US DD1842","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","469","","","","","","11","Young stock"
"787","3184144","US DD1846","2026-04-13","233","35.1","395","21","","2.0","2.6","1.60","1","35.1","-1.1","- |  - |  - |  -","","","","12.49","0.18","","Female infertility","Vet ck-fert ck-CL left,lut","2026-01-16","15","","","","","72","78","77","71","99.3","469","0","x","12","483","104","3","North Milking Cows"
"1335","","US DD1848","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","469","","","","","","11","Young stock"
"1336","","US DD1849","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","469","","","","","","11","Young stock"
"1337","","US DD1851","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","469","","","","","","11","Young stock"
"1338","","US DD1852","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","469","","","","","","11","Young stock"
